,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15
689,-0.9064086,-0.3559325,0.47349963,1.1588433,-1.9108497,-0.38343143,-0.9157525,-0.7905891,0.73065996,0.9553621,-0.97643995,-0.5272702,1.6455112,-0.09342004,-0.14876282,-0.57109463
712,-0.8885529,-0.34573573,0.45815608,1.1854596,-1.972335,-0.44692773,-0.8978972,-0.8389185,0.802521,0.86250365,-0.96779877,-0.48322356,1.6558851,-0.08040277,-0.13131526,-0.6146687
713,-0.9143322,-0.3154726,0.40545398,1.145714,-1.8143526,-0.2929312,-0.88801736,-0.789863,0.73718566,0.93841225,-0.9701542,-0.46249962,1.6103902,-0.056192838,-0.13726762,-0.5447048
714,-0.8905047,-0.3576468,0.4754327,1.2011086,-1.953039,-0.39980292,-0.88550395,-0.89326966,0.81095845,0.8939866,-0.9765079,-0.46110824,1.7046118,-0.07459658,-0.081820376,-0.58523464
716,-0.95554376,-0.3492706,0.4485818,1.1442254,-1.852944,-0.30086842,-0.90356094,-0.81867766,0.7463744,1.0067031,-1.0388143,-0.49581835,1.6340822,-0.039288633,-0.10238788,-0.6300982
88,-0.28015998,-1.6778414,1.7379682,-0.14868918,-1.3762015,-1.4345452,-1.248051,-0.23427892,1.1387268,-0.23457092,1.3773184,-0.22155967,0.87237036,-0.32063276,-0.85534793,0.034766458
89,-0.27168435,-1.4870118,1.707998,-0.156809,-1.3591805,-1.4253966,-1.1270331,-0.21168397,1.0643606,-0.11861197,1.4293544,-0.113171585,0.85680145,-0.22062138,-0.8859909,0.06646407
90,-0.3241047,-1.6810393,1.7200642,-0.18399857,-1.3640219,-1.4454948,-1.2542965,-0.24276035,1.1346958,-0.1886717,1.3699813,-0.21510832,0.84672683,-0.32860872,-0.86207974,0.0019513764
91,-0.23935805,-1.5262747,1.7263256,-0.14570715,-1.3798548,-1.4548422,-1.1121876,-0.20940886,1.0738593,-0.088041164,1.3647023,-0.14035878,0.87631863,-0.22211224,-0.9102664,0.07530648
719,-0.36696064,-0.036604457,-1.0010297,0.72712463,0.45054504,-0.08046338,-0.11074044,-0.107212484,-0.81919193,-0.2994663,-0.28816095,-0.35304967,-0.5883808,0.17352656,-0.13954954,-0.40483013
720,-0.38933524,-0.08189702,-1.099654,0.73031265,0.42147776,-0.12293185,-0.100118466,-0.039275844,-0.8252429,-0.3192162,-0.28599513,-0.4057691,-0.5481415,0.19602923,-0.15127139,-0.44237152
722,-0.36736438,-0.00702166,-0.9885043,0.746269,0.46543398,-0.06611317,-0.12547089,-0.04397055,-0.8464393,-0.2957744,-0.40150672,-0.3983559,-0.5432105,0.19359073,-0.19582707,-0.39330536
723,-0.36366498,0.017956078,-1.027952,0.73003936,0.4405217,-0.110043876,-0.113550425,0.00508638,-0.83548766,-0.3485992,-0.3404289,-0.36763608,-0.5582585,0.1917996,-0.20890312,-0.3704714
724,-0.3725529,-0.05614342,-1.0286704,0.74470705,0.4674769,-0.048944414,-0.08191308,-0.08559448,-0.796511,-0.29429394,-0.3223779,-0.39520764,-0.53965205,0.22517598,-0.14841549,-0.3694893
725,-0.3816975,0.011229589,-1.0749096,0.7162864,0.43650275,-0.10300698,-0.09080667,-0.0038402409,-0.85296243,-0.2982969,-0.30073014,-0.38384652,-0.57341546,0.17505611,-0.20450585,-0.40185192
728,-0.37258488,-0.0037159484,-1.0098157,0.77022934,0.4748751,-0.05221774,-0.1220241,0.03339072,-0.82864285,-0.32534516,-0.3683629,-0.39957193,-0.55170745,0.26653543,-0.20353422,-0.29899544
732,-1.2193245,-1.9824086,-0.17572695,-0.81645185,-0.780813,0.5195566,-1.5464779,-1.3376439,0.09376405,-0.78843623,0.51301676,0.8732282,-0.79626,0.54783976,0.62821716,0.10901077
733,-1.2318536,-1.9594045,-0.19424994,-0.73055637,-0.7268446,0.46359113,-1.5236303,-1.3479586,0.065622814,-0.7844526,0.57170963,0.8767445,-0.7844829,0.5592279,0.62804884,0.12747365
734,-1.2273496,-1.9947779,-0.23739436,-0.8220129,-0.69425243,0.45597064,-1.5356488,-1.3495876,-0.020383058,-0.84891814,0.435057,0.90545154,-0.83791876,0.5802304,0.66770035,0.13304211
742,-1.6100491,-0.76600647,0.035772637,-1.5143601,0.6030222,0.22444409,-0.20245162,-0.81678236,0.6423617,-0.4153385,0.1650688,-0.12584098,0.844846,-1.9374386,1.2585609,0.29360855
743,-1.6720458,-0.77245957,0.030290617,-1.5689778,0.4795907,0.256438,-0.21469434,-0.79536396,0.60267806,-0.41269964,0.11494011,-0.17634517,0.8454722,-1.9207454,1.2049351,0.2983965
744,-1.5768411,-0.6695206,-0.009819147,-1.541645,0.52792877,0.1751085,-0.16871054,-0.8513992,0.6047891,-0.44552007,0.091417596,-0.1863925,0.8096979,-1.9189891,1.2038305,0.31627092
752,-0.23845142,-1.2679458,0.5915918,-0.19714555,-0.6126049,-0.01308968,-1.2214197,0.45977518,0.33223772,0.078355774,0.77704704,0.40634182,-0.24901266,0.040039107,0.67390704,-0.43572572
753,-0.28134605,-1.3414012,0.6163923,-0.18231997,-0.6907604,0.013147414,-1.2017424,0.42078707,0.32444587,0.10130741,0.8449191,0.41810927,-0.25566667,0.05126433,0.6746382,-0.47686434
754,-0.25269336,-1.3793596,0.6055271,-0.25385624,-0.6605048,-0.016980734,-1.1289558,0.37666562,0.37013116,0.11618625,0.862287,0.41271862,-0.32771927,-0.047794912,0.7135104,-0.5134701
757,-2.1597903,-0.7297545,0.21581818,-0.32473308,-2.2857292,1.0430088,-2.5493693,1.2565581,-0.9437227,-0.45419493,1.390778,0.85149056,-1.8249779,0.13154404,-0.27717838,1.0057199
758,-2.2955737,-0.85737073,0.24795717,-0.4642344,-2.2284832,1.0652206,-2.5096133,1.3330922,-0.952112,-0.5104447,1.3638428,0.9043497,-1.8250964,0.058064282,-0.18494219,1.0640572
759,-2.2240517,-0.8169213,0.22813366,-0.4977346,-2.2658641,1.0632664,-2.4837112,1.2905302,-0.9407357,-0.52210325,1.4057701,0.9117222,-1.7269783,0.22994836,-0.2824584,1.0253806
760,-2.2811685,-0.8680864,0.29712096,-0.46357423,-2.2169676,1.0875086,-2.500298,1.3271887,-1.0173907,-0.39261162,1.3584493,0.9520391,-1.8413793,0.040166326,-0.25445086,1.0018657
761,-2.3920913,-0.84288895,0.31007826,-0.39762643,-2.1895232,1.1247593,-2.4209592,1.2903004,-1.0090225,-0.5830838,1.3381784,0.8932693,-1.7067728,0.17324106,-0.29091015,1.0028247
762,-2.1535208,-0.7556238,0.2525289,-0.40480205,-2.311168,1.09328,-2.4368508,1.2092215,-0.9601067,-0.44745314,1.4477144,0.95830333,-1.7868718,0.15399194,-0.3529838,0.9552445
763,-2.4555857,-0.8062763,0.29331237,-0.34558356,-2.2193017,1.098875,-2.4584384,1.2845309,-0.9889163,-0.4773811,1.4184403,0.89717144,-1.8172494,0.003693286,-0.23424934,0.99719125
764,-2.4159625,-0.83867526,0.3442463,-0.3756616,-2.1870568,1.0851914,-2.4119241,1.3110948,-0.9805611,-0.5607236,1.3615656,0.92901134,-1.7662063,0.11734259,-0.25378123,0.95433635
768,-2.3245747,-0.77773374,0.23651771,-0.46234944,-2.256231,1.0165943,-2.546934,1.2447958,-1.0037496,-0.5007963,1.3877965,0.95515865,-1.7781605,0.11288228,-0.17949934,0.97851795
771,-0.6775352,-0.74620414,-0.70735765,-0.2528114,-0.51735246,-0.8025896,0.018259397,-0.22037932,-0.3250659,0.33633634,0.97210866,-0.16902067,-0.41051403,-1.2845163,0.2677576,-0.7599519
772,-0.71988404,-1.0643122,-0.568724,-0.42953017,-0.7263848,-1.1346896,0.42137817,-0.08101191,0.39249918,0.5143012,-0.2041275,-0.7044936,-0.9123072,-1.1977204,-0.087756544,-0.9120507
775,-1.0700049,-0.6597947,-0.20853049,-0.045290787,-0.25507933,-0.05781244,-0.30970278,0.32718197,-0.13855147,-0.29286703,-0.1700791,0.08663053,-0.018860336,-0.3576776,0.3510559,-0.24726315
776,-1.0459088,-0.45692146,0.03128679,-0.10274175,-0.17446835,-0.13494013,-0.22057828,-0.01610592,-0.38061544,-0.22815771,-0.26415136,-0.16088183,0.12927824,0.06019049,0.31507817,-0.43582997
782,-0.42018014,0.31631482,0.36776838,0.660449,-0.00894037,0.24918257,0.9165052,1.1484057,-1.1311753,1.7815431,1.4710542,1.8068073,0.17409621,3.6895614,-3.049664,0.8534551
783,-0.36870334,0.3263718,0.30685216,0.639997,-0.005208099,0.21469204,0.949094,1.093023,-1.174977,1.7181989,1.3479668,1.7902105,0.20211866,3.5888245,-3.0593588,1.0058017
784,-0.4238749,0.2811142,0.41697013,0.62096334,0.1033494,0.27945608,0.85060877,1.1440158,-1.135756,1.7369279,1.4644202,1.7933356,0.16178796,3.6579733,-3.035162,0.8734317
786,-0.3568258,0.28228444,0.3585259,0.5988521,0.03525104,0.22037256,0.9627753,1.1404947,-1.1336241,1.8034075,1.4233383,1.7577969,0.2080647,3.59273,-3.1181147,0.92747647
788,-0.40219283,0.17834948,0.38420525,0.50253695,-0.037395306,0.19829941,0.99916244,1.1516696,-1.1806694,1.7440928,1.3941231,1.8896364,0.20148782,3.6491137,-2.965735,0.9207053
789,-0.43551382,0.26336536,0.38473713,0.6198006,-0.015997978,0.25140986,0.8553875,1.1628003,-1.1689668,1.7077206,1.5061665,1.8739198,0.16089997,3.6578057,-2.975158,0.8852573
790,-0.45246893,0.23214272,0.4111471,0.56424576,-0.08577927,0.23744743,0.83638936,1.2431117,-1.1569642,1.617986,1.4473523,1.9053242,0.22833726,3.6883357,-2.970221,0.8855741
785,-0.35397854,0.34436786,0.264737,0.63978904,0.052985698,0.23435423,0.87878287,1.0905572,-1.2173418,1.7451657,1.3510659,1.8199592,0.14729276,3.6615663,-3.07443,0.9979677
794,-1.3048142,-0.7769759,-0.3135953,-0.5030461,-1.8011483,0.12209935,0.085437804,-0.9692994,0.8051581,-0.553292,-0.75486034,-0.1381018,-0.01918813,-0.898502,-0.10228546,-0.7128865
795,-1.1816787,-0.65667975,-0.37021273,-0.4526329,-1.7083471,0.03878399,0.1784489,-1.0098643,0.81201017,-0.47992137,-0.7678848,-0.061933108,0.011529311,-0.8429323,-0.21164799,-0.8049691
796,-1.1915244,-0.7795744,-0.4202911,-0.42588362,-1.7206643,0.101480156,0.23462994,-1.014751,0.7623359,-0.40265638,-0.72577536,-0.053177107,0.009734491,-0.8758792,-0.18330374,-0.7387891
809,-1.1304917,-0.84304065,0.5397231,-0.1271647,-0.7694059,-0.09450679,-0.84849477,-0.76017964,-0.41581914,0.07281626,1.016784,-1.5134683,0.054382548,-0.40512025,0.91972107,-1.1563147
811,-1.1377054,-0.8666832,0.51385474,-0.19969246,-0.75744915,-0.10086409,-0.8071258,-0.754661,-0.44714046,0.09776886,1.0040293,-1.4710954,0.07531952,-0.41026413,0.8810378,-1.0765783
812,-1.0798446,-0.8776935,0.5344812,-0.17701602,-0.64015436,-0.13926825,-0.8012799,-0.7822639,-0.38978037,0.09249905,0.9220957,-1.4814786,0.09043556,-0.39767754,0.8637737,-1.1026477
102,-0.9550599,-1.7854687,0.46615592,-2.628528,0.49189,1.2252467,-0.22415242,-0.058107805,-0.55788535,1.1285521,0.07779223,-0.47000235,-0.36051643,0.7114192,-0.38547137,-0.9664294
103,-0.83296925,-1.5784833,-0.6089788,-1.2495378,-1.1478372,0.47646657,-0.24440017,-0.62126243,-1.1860243,-0.11500103,-0.45994347,-0.4488147,0.67390877,-0.4914253,-0.3648478,-1.1128038
824,-1.5831518,-0.46994683,0.03606698,1.7594199,0.8726016,-1.4141185,2.107569,2.112142,1.2507604,-2.0999665,-0.42788938,1.0592586,1.4484487,-0.6133126,-2.1191745,-0.119191766
825,-1.6527873,-0.41486326,-0.003349705,1.7693129,0.85363954,-1.4904231,2.1621614,2.0767803,1.2540739,-2.0337436,-0.39708063,1.0140617,1.4415798,-0.6352769,-2.057463,-0.07648534
827,-1.6394393,-0.5011954,0.05610199,1.7110893,0.89066136,-1.4289948,2.127917,2.0435095,1.2949532,-2.0489662,-0.35634148,0.98840034,1.4613527,-0.5810986,-2.027759,-0.15013416
829,-1.6574013,-0.5000334,0.0932292,1.7126617,0.9898936,-1.3881086,2.1597404,2.0261593,1.2947224,-2.0546935,-0.32825583,0.97235054,1.4174392,-0.6714668,-2.123004,-0.16022898
830,-1.732546,-0.5096453,0.033785403,1.7544618,0.8851015,-1.4434334,2.2045012,2.0449152,1.3093435,-2.0626063,-0.25997844,0.92885643,1.4486898,-0.5534512,-2.0638988,-0.13382089
831,-1.7173358,-0.44531316,0.07104445,1.7328241,0.86358535,-1.4268537,2.1721604,2.0259311,1.328366,-2.0467439,-0.340131,0.95667154,1.498541,-0.6193869,-2.1343231,-0.07860351
832,-1.6735495,-0.51876956,-0.058799867,1.792159,0.8693431,-1.3883159,2.1987412,2.1083632,1.2230036,-2.1122773,-0.38825566,1.0313251,1.4751102,-0.5915393,-1.9972162,-0.13655451
835,-1.6692302,-0.43880185,-0.13485056,1.8354635,0.8734732,-1.463091,2.1898234,2.2015862,1.0863264,-2.1311007,-0.459038,1.0881038,1.4374335,-0.63209885,-2.0058072,-0.05564202
838,-1.7675024,-0.48547697,-0.22461998,1.9550807,0.74547136,-1.5106297,2.2280517,2.2513824,1.1372502,-2.1679502,-0.46460572,1.1548915,1.493073,-0.6421872,-1.970346,-0.06585906
840,-1.6705233,-0.39960125,-0.1617228,1.804867,0.7490352,-1.4224904,2.1308322,2.0503113,1.114647,-2.0765269,-0.42861235,1.1162632,1.4112979,-0.5937562,-1.9291598,0.02609714
843,-0.41062605,-1.5755776,0.7314719,-0.36945203,-0.5059087,0.19911988,-0.6372235,0.9150824,-1.5187285,0.55784285,-0.3386352,0.08825848,0.24395412,0.11804087,0.9875686,1.140364
844,-0.493228,-1.5418323,0.7171605,-0.26948604,-0.43084133,0.17113438,-0.5563693,0.8437739,-1.499454,0.5158344,-0.35652557,0.021709295,0.24772923,0.17284591,1.0247649,1.1402525
845,-0.4912797,-1.59558,0.64303505,-0.3472088,-0.46534005,0.16304359,-0.5913066,0.83285266,-1.4704064,0.5783967,-0.3894975,-0.021455325,0.24453427,0.2228989,0.9755045,1.1228921
848,-0.97391486,-0.8304196,-0.04566722,0.27503237,0.59754014,-0.35086578,-1.4514945,0.14612499,-0.8815765,-0.64331394,-0.4372809,-0.19395472,-0.6584725,-0.21276018,1.1680313,-0.43954843
849,-0.9508817,-0.7236962,0.321227,0.0034393806,0.4525942,-0.30196986,-1.0701067,0.36062437,-1.2241774,-0.3149992,0.22843497,-0.042577256,-1.1060361,-0.8872185,1.3954198,-0.7070414
852,-0.5370271,0.37511685,0.30792582,0.1949797,-0.2511483,-0.33882624,-1.2921463,-0.74885815,-0.8314819,-0.42946392,-0.6168533,0.9532203,3.1608043,0.80967915,2.1493402,0.3117981
853,-0.54121655,0.32686356,0.3203877,0.21453936,-0.250164,-0.41402134,-1.333212,-0.83486557,-0.7938099,-0.48591354,-0.5034634,0.889212,3.0381482,0.8551945,2.1213615,0.33010668
854,-0.54347163,0.40864596,0.29940844,0.16450264,-0.27870965,-0.27386594,-1.3612218,-0.78873235,-0.82880604,-0.41400993,-0.59848934,0.8999666,3.12493,0.74143887,2.1010647,0.3337852
855,-0.5801553,0.302046,0.32752445,0.20006962,-0.23176882,-0.43498468,-1.2853338,-0.7812989,-0.8080894,-0.5470591,-0.46689293,0.9397772,3.0766952,0.92109764,2.0620136,0.41280442
856,-0.5525995,0.25440556,0.33863956,0.18809348,-0.21216345,-0.42980716,-1.3047239,-0.8085276,-0.77322006,-0.4709457,-0.46262679,0.9396533,3.0505724,0.9268067,2.0811934,0.34937802
858,-0.5387226,0.26868114,0.33265227,0.21585251,-0.1770942,-0.39580578,-1.2865714,-0.8121917,-0.79388934,-0.48390505,-0.48790267,0.9339762,3.0386739,0.8960026,2.0400167,0.39917788
861,-0.5193737,-0.61787724,-0.1685144,-0.45291457,-0.28183964,-0.7490131,-0.17718363,-0.17475608,-0.8857328,-0.056416143,0.12606928,-1.3204305,-0.41130972,0.715662,1.0233177,0.030868782
862,-0.48717842,-0.6660132,-0.08156411,-0.49458674,-0.24045117,-0.71276885,-0.22554737,-0.17033298,-0.91622907,-0.009980065,0.10988645,-1.3640325,-0.3878775,0.7071452,0.96032053,0.064873196
863,-0.4338184,-0.6018733,-0.094059885,-0.4985976,-0.25186858,-0.7026184,-0.19552685,-0.1623142,-0.88417995,-0.0016978481,0.11235364,-1.2974557,-0.41695473,0.7172339,0.9469894,0.09384856
106,-0.37732446,3.1022778,-1.1088758,-1.807278,-1.4927849,-3.679001,-1.4281988,0.4733933,-1.0509017,0.91049224,-0.6158477,0.44070578,0.084808104,-0.31773078,-0.9865316,-0.5979407
107,-0.3792279,3.0688171,-1.119162,-1.8582133,-1.3237121,-3.7577474,-1.4671694,0.49558634,-0.95380753,0.9348435,-0.4125821,0.45475757,0.21944067,-0.24292117,-1.0517035,-0.55122256
108,-0.38568687,3.0432932,-1.0538431,-1.6936287,-1.5572416,-3.712411,-1.3380625,0.51831096,-0.90210474,0.9407656,-0.62665373,0.40132818,0.057337143,-0.23469968,-0.89580804,-0.6026645
109,-0.33820143,3.165017,-1.1469358,-1.7752806,-1.4709908,-3.7230911,-1.2935909,0.45638093,-1.0328716,0.925147,-0.6065637,0.2975641,0.08789221,-0.1538365,-1.1519344,-0.5744834
110,-0.37331653,3.082222,-1.1015631,-1.7874213,-1.5651857,-3.6119304,-1.4010663,0.45115182,-0.9996411,0.890521,-0.62421924,0.30301255,0.020861275,-0.09615774,-1.0509493,-0.57888514
111,-0.3309783,3.1359975,-1.16346,-1.8041956,-1.3860034,-3.724635,-1.2845954,0.46727666,-1.0226672,0.8556715,-0.60003406,0.31183702,0.18232028,-0.16485022,-1.1362869,-0.5442378
112,-0.3121413,3.126833,-1.167415,-1.745741,-1.3603786,-3.6820445,-1.2931463,0.38077432,-0.9863054,0.93297964,-0.5212119,0.34125677,0.20617558,-0.20402776,-1.1524997,-0.5903348
115,-0.3689318,3.0555634,-1.2326971,-1.7142593,-1.3375831,-3.724736,-1.3124647,0.46043906,-0.98331416,1.0163058,-0.50628895,0.4100833,0.17833099,-0.21273434,-1.13421,-0.71739185
116,-0.3322817,3.2017357,-1.1779389,-1.7847911,-1.4348067,-3.7418787,-1.3285888,0.4785501,-0.85914004,0.9776488,-0.4014534,0.4693937,0.2587662,-0.3278634,-1.1125998,-0.6551771
117,-0.37216282,3.1223109,-1.1561273,-1.9085889,-1.3250296,-3.750269,-1.4652365,0.51841754,-0.9345182,0.9722579,-0.38851193,0.43304268,0.21378349,-0.29627344,-1.0147918,-0.5697514
118,-0.35762933,3.2044933,-1.1193194,-1.869519,-1.4253496,-3.7028134,-1.4935668,0.5262888,-0.95318276,0.9016484,-0.37174717,0.516336,0.17236565,-0.3801743,-1.0446059,-0.63366985
119,-0.32277852,3.1758485,-1.1100396,-1.9687028,-1.3233963,-3.7655356,-1.4437484,0.42771634,-0.878277,0.9686518,-0.3434094,0.4513236,0.29134572,-0.24908909,-1.0669936,-0.5128999
120,-0.3717751,3.163102,-1.1384578,-1.9294773,-1.3821757,-3.678645,-1.4085386,0.46852902,-0.9305444,0.93418384,-0.42523,0.47648758,0.1250727,-0.42132166,-1.0158613,-0.6268276
121,-0.3168315,3.13937,-1.0911489,-1.9148403,-1.3244588,-3.7210157,-1.4651344,0.45621663,-0.8773585,0.9153153,-0.3550813,0.4723016,0.28952307,-0.2693791,-1.0914549,-0.54504716
124,-0.83711857,0.37406546,0.49012017,-0.017965294,-0.31620726,-0.6368338,-0.9636113,-2.2654514,-0.72503805,-0.51031137,-1.0178573,0.6445172,1.0741782,0.77411747,-1.5927932,0.25728723
125,-0.8296663,0.34668034,0.48027724,-0.08152068,-0.21728326,-0.6465988,-0.99970716,-2.2050376,-0.7609798,-0.5058242,-1.032003,0.6183415,1.0624259,0.7724922,-1.6405709,0.2395195
126,-0.890158,0.36123535,0.49144056,-0.083766,-0.23001379,-0.62926877,-0.96281826,-2.156187,-0.703379,-0.48184618,-0.9910638,0.7021568,1.011683,0.76920414,-1.5353985,0.2758004
127,-0.87542015,0.40083417,0.42159817,-0.05147282,-0.29061002,-0.6490255,-0.90868837,-2.1389263,-0.7583279,-0.54257613,-0.89276135,0.6895764,1.0487972,0.86172205,-1.5464735,0.2703654
128,-0.8527456,0.35058212,0.5192721,-0.053561226,-0.26430604,-0.6487766,-0.9819431,-2.240646,-0.6991419,-0.46999428,-0.96256,0.59336907,1.0253173,0.7544295,-1.579637,0.22020325
129,-0.8649094,0.35502166,0.4472244,-0.11937608,-0.255455,-0.7046532,-0.9789733,-2.1543941,-0.684637,-0.5307202,-0.9204135,0.6520827,1.0907692,0.7712568,-1.5669726,0.26758727
132,-0.24015984,-0.32132223,-0.30354887,-0.5480832,-0.2363243,-0.05326747,-1.2075232,1.0240492,0.20289458,-0.6428408,-0.009845321,0.3727185,-0.45262215,0.7127105,0.5671616,0.040998578
133,-0.25720465,-0.3323561,-0.3586932,-0.5602408,-0.22190945,-0.039974485,-1.2123634,1.0480813,0.22163503,-0.61699724,-0.053878326,0.3447883,-0.41417181,0.68145007,0.56842816,0.027741726
134,-0.22713168,-0.37642995,-0.35394508,-0.54414546,-0.21605751,0.026532559,-1.2469223,1.0432545,0.28062257,-0.6737521,0.00065337337,0.37528044,-0.5028521,0.65855986,0.55138254,0.08193489
135,-0.24151792,-0.40438077,-0.39240906,-0.5550406,-0.20841995,0.03570378,-1.2362123,1.0679626,0.28102985,-0.62276155,-0.034177177,0.36325935,-0.46451503,0.6292565,0.56113976,0.05187503
